text,label
自拟降脂保肝汤治疗非酒精性脂肪肝６２例,{'非酒精性脂肪肝': '西医诊断'}
二诊仍改用麻仁丸、济川煎以润肠温肾通便,{'麻仁': '中药'}
方法将患者５７例随机分为两组，治疗组予以小陷胸汤化裁，对照组给服血脂康,{'小陷胸汤化裁': '方剂'}
１月９日复诊，精神好转，黄疸已退，面色淡白，胁隐痛减轻，疲倦大减，已无头痛，舌质淡白，苔薄白，脉缓,"{'精神好转': '临床表现', '黄疸': '中医诊断', '面色淡白': '临床表现', '胁隐痛减轻': '临床表现', '疲倦大减': '临床表现', '头痛': '临床表现', '苔薄白': '临床表现'}"
证属外感热邪，入里久蕴不解，湿热熏蒸肝胆，脾胃运化失司，胆汁外溢而发黄,{'湿热熏蒸肝胆': '中医证候'}
结论：疏肝和络颗粒联合埃索美拉唑治疗ＣＡＧ有较好的疗效，是临床上值得进一步研究推广应用的方法,"{'疏肝和络颗粒': '中医治疗', '埃索美拉唑': '西医治疗'}"
处方：柴胡６ｇ，当归１０ｇ，炒川芎１０ｇ，赤白芍（各）１５ｇ，五灵脂１０ｇ，延胡索１０ｇ，徐长卿５ｇ，乌药１０ｇ，炒白术１０ｇ，炮姜炭５ｇ，制香附１０ｇ，炙甘草６ｇ，谷麦芽（各）３０ｇ，川百合３０ｇ，百部１０ｇ,"{'柴胡': '中药', '当归': '中药', '炒川芎': '中药', '白芍': '中药', '五灵脂': '中药', '延胡索': '中药', '徐长卿': '中药', '乌药': '中药', '炒白术': '中药', '炮姜炭': '中药', '制香附': '中药', '炙甘草': '中药', '麦芽': '中药', '川百合': '中药', '百部': '中药'}"
方法：将内镜和病理确诊为慢性萎缩性胃炎伴胃黏膜异型增生且符合中医血瘀热毒证型的８２例患者，随机分为治疗组和对照组,{'血瘀热毒': '中医证候'}
目的：寻找治疗便秘型肠易激综合征（ＩＢＳ）的最佳方案,{'便秘型肠易激综合征': '西医诊断'}
浮肿明显减轻,{'浮肿': '临床表现'}
一贯煎合麦门冬汤治疗慢性萎缩性胃炎４２例,"{'麦门冬汤': '方剂', '慢性萎缩性胃炎': '西医诊断'}"
方用补中益气汤加味：黄芪３０ｇ，党参３０ｇ，焦白术１５ｇ，当归６ｇ，陈皮９ｇ，升麻３ｇ，柴胡３ｇ，煨葛根３０ｇ，罂粟壳１０ｇ，诃子１２ｇ，砂仁１０ｇ，白头翁１５ｇ，炙甘草６ｇ,"{'补中益气汤加味': '方剂', '黄芪': '中药', '党参': '中药', '焦白术': '中药'}"
方法：将１２０例脾胃虚弱证功能性消化不良患者随机分为２组，治疗组６０例，采用香砂枳术颗粒治疗，对照组６０例，采用多潘立酮治疗，疗程均为２周，评价两组患者胃肠激素（乙酰胆碱酯酶，胃动素）、症状评分等指标，观察两组治疗效果，并比较两组疗效的差异,"{'脾胃虚弱': '中医证候', '功能性消化不良': '西医诊断', '香砂枳术颗粒': '中医治疗'}"
在某妇保院排除溶血性、肝源性黄疸，血常规正常,{'黄疸': '中医诊断'}
［方法］采用随机、双盲的方法将１０４例脾胃湿热证功能性消化不良患者分为治疗组和对照组，分别采用胃病Ⅲ号和安慰剂治疗，疗程４周，治疗结束后第１个月随访,"{'脾胃湿热': '中医证候', '功能性消化不良': '西医诊断'}"
寒水阻滞，气血不运，故颜面唇甲紫绀,{'紫绀': '临床表现'}
路师独具匠心，从肺肾入手，标本兼顾，方用真武汤合葶苈大枣泻肺汤，温阳利水、泻肺平喘，加干姜、桂枝、人参以回阳固脱,"{'大枣': '中药', '干姜': '中药', '桂枝': '中药'}"
辨证：素体肺脾虚弱，近感风寒，肺脾失职，引发水肿，属风水证,{'风水证': '中医证候'}
方法：选取２０１４年１月—２０１６年８月在广西中医药大学附属瑞康医院消化内科住院被诊断为脾胃气虚证功能性消化不良的１２０例患者，按照随机数字表法分为治疗组（６２例）和对照组（５８例）,"{'脾胃气虚': '中医证候', '功能性消化不良': '西医诊断'}"
患者肝肾之阴难于速补，痰瘀之结难于速消，故当务之急，应以养阴健脾利水、调理肝脾为法,"{'健脾利水': '中医治则', '调理肝脾': '中医治则'}"
予茵陈蒿汤，１周后，黄疸见减，谷丙转氨酶降至４９５单位，但絮状反应反见上升，麝浊２０单位,{'茵陈': '中药'}
中药组给予资生汤加减治疗，针药组在中药组治疗基础上给予针刺胃俞、脾俞和中脘为主穴进行治疗，疗程均为４９ｄ,{'针刺': '中医治疗'}
目的观察上焦宣痹汤联合泮托拉唑治疗胃食管反流性咳嗽（湿热证）的临床疗效，并探讨其作用机制,{'泮托拉唑': '西医治疗'}
结论：厚朴温中汤加味配伍吗丁啉有助于改善血浆胃动素及生长抑素水平，缓解临床症状，提高临床疗效，是一种安全有效的中西药结合治疗方案,{'吗丁啉': '西医治疗'}
自诉饮食欠佳，口干不欲多饮，精神尚可，时觉右胁肋隐痛不适，大便正常，小便如浓茶样,"{'饮食欠佳': '临床表现', '口干不欲多饮': '临床表现', '右胁肋隐痛不适': '临床表现', '小便如浓茶样': '临床表现'}"
疏肝健脾方治疗非酒精性脂肪肝３２例,"{'疏肝健脾方': '方剂', '非酒精性脂肪肝': '西医诊断'}"
大腹皮１０ｇ,{'大腹皮': '中药'}
四诊：服药２１剂，黄疸消退，体力恢复明显，腹部仍时感不适，脉沉而有力，舌红苔薄,{'黄疸': '临床表现'}
结论砂半理中汤合小陷胸汤治疗胃食管反流性疾病有较理想的近期疗效，能有效改善烧心、反胃等主要症状和内镜下病变程度,{'小陷胸汤': '方剂'}
法当清热除湿、行气和中，方用退黄汤加减：茵陈１０ｇ，栀子３ｇ，金钱草３０ｇ，车前草３０ｇ，车前仁１５ｇ，川木通６ｇ，滑石１５ｇ，连翘３ｇ，香櫞３ｇ，香附９ｇ，白蔻３ｇ，鸡内金１０ｇ，炒麦芽１５ｇ，炒谷芽１５ｇ,"{'退黄汤': '方剂', '茵陈': '中药', '栀子': '中药', '金钱草': '中药', '车前草': '中药', '车前仁': '中药', '川木通': '中药', '滑石': '中药', '连翘': '中药', '香櫞': '中药', '香附': '中药', '鸡内金': '中药', '炒麦芽': '中药', '炒谷芽': '中药'}"
无恶心呕吐,{'恶心呕吐': '临床表现'}
健脾理气汤治疗功能性消化不良临床观察,"{'健脾理气汤': '方剂', '功能性消化不良': '西医诊断'}"
Ⅲ组７３例，采用中药疏肝和络颗粒联合埃索美拉唑治疗,"{'疏肝和络颗粒': '中医治疗', '埃索美拉唑': '西医治疗'}"
李师认为本病系湿热疫毒之邪，内伏肝胆，日久气滞络阻，致气、血、水蕴结中州而成,{'湿热': '中医证候'}
目的评价中药序贯治疗方案对腹泻型肠易激综合征的临床疗效,{'腹泻型肠易激综合征': '西医诊断'}
“阳虚则生寒”，故以温养助长肝阳为主而收效,{'阳虚': '中医证候'}
但又不可一味扶正，恐有留邪之弊，致余毒复燃而癌肿复发，必须配合行气化痰、解毒散结之品以清除余毒,{'解毒散结': '中医治则'}
目的：观察健脾理气方治疗脾虚气滞型功能性消化不良的临床疗效,"{'健脾理气方': '方剂', '脾虚气滞': '中医证候', '功能性消化不良': '西医诊断'}"
白术１２ｇ,{'白术': '中药'}
结论：保和丸超微配方制剂对功能性消化不良具有较好的临床疗效，能有效的改善受试者的临床症状，超微配方制剂仅需要传统剂型的１／５即可有效，而１／３超微配方制剂剂量就可以和传统剂量疗效相同,"{'保和丸超微配方制剂': '中医治疗', '功能性消化不良': '西医诊断'}"
结论：针刺加耳穴疗法治疗伴有抑郁焦虑症状的ＦＤ患者有肯定的疠໔疡,{'针刺': '中医治疗'}
方法选择１５０例脾胃虚寒型ＣＡＧ患者，按照密封信封法随机均分为对照组与联合组，每组７５例，对照组给予当归四逆汤治疗，联合组给予针灸配合当归四逆汤治疗，治疗２８ｄ,{'针灸': '中医治疗'}
因乏力纳差、腹胀尿少二年，加剧一月，于１９８７年５月３０日入院,{'尿少': '临床表现'}
加味三香汤；肝郁脾虚型；功能性消化不良；抑郁；焦虑,"{'肝郁脾虚': '中医证候', '功能性消化不良': '西医诊断'}"
中药组４０例采用枳术宽中胶囊，每次３粒，每日３次，口服,{'枳术宽中胶囊': '中医治疗'}
运脾化浊颗粒治疗胃热脾困型非酒精性脂肪性肝病的临床研究,"{'运脾化浊颗粒': '中医治疗', '胃热脾困': '中医证候', '非酒精性脂肪性肝病': '西医诊断'}"
方法将８０例慢性功能性便秘（气阴两虚证）患者随机分为２组,"{'慢性功能性便秘': '西医诊断', '气阴两虚': '中医证候'}"
０５），而恶心、嗳气的改善两组间无明显差异（Ｐ＞０,"{'恶心': '临床表现', '嗳气': '临床表现'}"
结果：ＮＤＩ量表显示电针及西药治疗ＦＤ均有效，但针灸在提高患者生活质量方面优于西药组,{'电针': '中医治疗'}
方法：将便秘型ＩＢＳ患者９０例分为两组，Ａ组４５例口服气滞胃痛颗粒＋乳果糖，Ｂ组４５例口服乳果糖，治疗８周,{'气滞胃痛颗粒': '中医治疗'}
视其巩膜及皮肤深度黄染，色泽鲜明，舌红苔黄腻，脉弦数,"{'苔黄腻': '临床表现', '脉弦数': '临床表现'}"
目的观察益气消痞汤治疗脾胃虚弱型慢性萎缩性胃炎的临床疗效,"{'脾胃虚弱': '中医证候', '慢性萎缩性胃炎': '西医诊断'}"
结论：通便汤联合思连康治疗婴幼儿功能性便秘有较好的临床疗效，安全性高,"{'思连康': '西医治疗', '婴幼儿功能性便秘': '西医诊断'}"
二药可助白术、茯苓健脾祛湿而止泻,"{'白术': '中药', '茯苓': '中药'}"
中医诊断：脾气虚弱，水湿壅塞型水肿,"{'脾气虚弱': '中医证候', '水湿壅塞': '中医证候'}"
结论：云母石连用痛泻要方加味治疗腹泻型肠易激综合征肝郁脾虚证在改善胃肠道症状及解除精神抑郁或焦虑状态方面具有优势,"{'云母石': '中药', '腹泻型肠易激综合征': '西医诊断'}"
拟方：柴胡９ｇ，黄芩９ｇ，焦山栀９ｇ，枳实９ｇ，茵陈３０ｇ，茯苓１５ｇ，薏苡仁１５ｇ，泽泻１５ｇ，山楂１５ｇ，大黄（后下）６～９ｇ，太子参１５～３０ｇ，赤芍１５～２５ｇ,"{'黄芩': '中药', '焦山栀': '中药', '枳实': '中药', '茵陈': '中药', '茯苓': '中药', '薏苡仁': '中药', '泽泻': '中药', '山楂': '中药', '大黄': '中药', '太子参': '中药', '赤芍': '中药'}"
复方甘草酸苷联合血脂康治疗青少年非酒精性脂肪肝疗效观察,"{'复方甘草酸苷': '中医治疗', '非酒精性脂肪肝': '西医诊断'}"
结论：自拟降脂护肝方具有明显的保肝降酶疗效，还可以改善非酒精性脂肪肝的肝脏组织脂肪变性、炎症及纤维化的程度，这可能与调控肝细胞凋亡有关,{'非酒精性脂肪肝': '西医诊断'}
功能性消化不良（ＦＤ）是指具有反复或持续性上腹不适或疼痛、餐后加重，同时可伴有上腹饱胀感、嗳气、恶心、呕吐等４各项检查排除引起这些症状的器质性疾病６的临床综合征,"{'功能性消化不良': '西医诊断', '反复或持续性上腹不适或疼痛': '临床表现', '上腹饱胀感': '临床表现', '嗳气': '临床表现', '恶心': '临床表现', '呕吐': '临床表现'}"
对照组采用常规药物治疗，治疗组在对照组基础上采用艾灸配合口服半夏泻心汤加减治疗,{'半夏泻心汤': '方剂'}
藿香、麦芽理脾健胃，又防止茵陈等苦寒之味败胃,"{'藿香': '中药', '麦芽': '中药', '茵陈': '中药'}"
两组均以奥美拉唑为基础治疗，治疗组加用胃宁茶袋泡剂泡服，对照组加用莫沙比利分散片口服，４周为１疗程，两组均治疗１疗程,{'胃宁茶袋泡剂': '中医治疗'}
入院时体征：慢性肝病面容，前胸散在蜘蛛痣，肝掌征明显，舌黯红，苔白，脉弦滑,"{'慢性肝病面容': '临床表现', '蜘蛛痣': '临床表现', '肝掌征明显': '临床表现', '苔白': '临床表现'}"
（３）益气养阴、活血清热中药每日１剂,"{'益气养阴': '中医治则', '活血清热': '中医治则'}"
服二剂咳止，面尚微黄，便泻好转，食差，发呕,"{'食差': '临床表现', '发呕': '临床表现'}"
中西医结合；老年功能性便秘；西沙必利；当归芍药汤；临床疗效,"{'老年功能性便秘': '西医诊断', '西沙必利': '西医治疗'}"
诊为机械性肠梗阻,{'机械性肠梗阻': '西医诊断'}
温胆汤加味合奥美拉唑治疗胃食管反流病临床观察,"{'奥美拉唑': '西医治疗', '胃食管反流病': '西医诊断'}"
结论：益气健脾、滋阴润肠通便法治疗功能性便秘（气阴亏虚型）有较好的临床疗效,"{'功能性便秘': '西医诊断', '气阴亏虚': '中医证候'}"
肝炎后肝硬化失代偿期，一般状态较差，身体羸瘦不支，面色黧黑，巩膜黄染，口唇干燥，高度腹水，腹部膨隆，Ｂ超显示肝脏已明显缩小，脾肿大位于肋下３横指，脘腹胀满不能饮食，腹胀难于行动，大便不爽，３日１行，小便量少，颜色黄赤，舌质红，舌苔白厚而干，脉沉弦滑,"{'体羸瘦': '临床表现', '面色黧黑': '临床表现', '巩膜黄染': '临床表现', '口唇干燥': '临床表现', '高度腹水': '临床表现', '腹部膨隆': '临床表现', '不能饮食': '临床表现', '大便不爽': '临床表现', '小便量少': '临床表现', '舌苔白厚': '临床表现', '脉沉弦滑': '临床表现'}"
４℃，面黄，身黄，白睛黄稍暗晦，大便溏薄，小便深黄，脘腹胀满，食少厌油，身重头闷，少气懒言，右胁胀痛，舌边尖红绛，舌苔黄厚而腻，脉滑数,"{'面黄': '临床表现', '身黄': '临床表现', '小便深黄': '临床表现', '脘腹胀满': '临床表现', '食少厌油': '临床表现', '身重头闷': '临床表现', '少气懒言': '临床表现', '右胁胀痛': '临床表现', '舌边尖红绛': '临床表现', '脉滑数': '临床表现'}"
后见口干不欲饮、口黏、舌红苔薄腻、脉细数，用清热利湿法，方宗三仁汤加减：杏仁１０ｇ，苡仁１０ｇ，蔻仁１０ｇ，法半夏１０ｇ，厚朴１０ｇ，通草３ｇ，淡竹叶１０ｇ，滑石３０ｇ，茯苓１５ｇ,"{'三仁汤': '方剂', '杏仁': '中药', '苡仁': '中药', '法半夏': '中药', '厚朴': '中药', '通草': '中药', '淡竹叶': '中药', '滑石': '中药', '茯苓': '中药'}"
